,EXT_NEG_LY_S21_L001,LY_BR1_D_S11_L001,LY_BR1_Detrit_S1_L001,LY_BR1_Toxo_S6_L001,LY_BR1_W1_S16_L001,LY_BR2_D_S12_L001,LY_BR2_Detrit_S2_L001,LY_BR2_Toxo_S7_L001,LY_BR2_W2_S17_L001,LY_BR3_D_S13_L001,LY_BR3_Detrit_S3_L001,LY_BR3_Toxo_S8_L001,LY_BR3_W1_S18_L001,LY_BR4_D_S14_L001,LY_BR4_Detrit_S4_L001,LY_BR4_Toxo_S9_L001,LY_BR4_W1_S19_L001,LY_BR5_D_S15_L001,LY_BR5_Detrit_S5_L001,LY_BR5_Toxo_S10_L001,LY_BR5_W1_S20_L001,PCR_pos_LY_S22_L001
Otu0366,0,0,4,26,0,0,2,0,0,0,26,0,7,0,0,0,0,0,488,0,2,0
Otu0367,0,0,0,502,2,0,0,0,0,0,3,1,3,0,0,9,0,1,28,4,0,0
Otu0368,0,0,0,0,1,0,1,0,14,16,32,54,144,4,6,77,203,0,0,0,0,0
Otu0369,0,97,1,1,8,40,5,209,2,22,0,34,17,37,1,9,13,11,0,20,24,0
Otu0370,0,0,0,0,0,1,0,0,0,15,1,1,2,416,0,0,2,97,0,4,11,0
Otu0371,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,535,0,2,0
Otu0372,0,0,2,0,1,0,0,0,0,0,150,0,1,0,211,0,0,0,177,4,0,0
Otu0373,0,0,0,0,2,0,0,0,0,2,0,0,447,0,0,0,0,2,0,0,88,0
Otu0374,0,32,7,33,48,28,4,379,1,0,0,0,0,1,0,0,0,0,3,3,0,0
Otu0375,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,2,0,1,488,0
Otu0376,0,7,0,0,0,37,1,0,8,68,0,0,5,381,0,0,14,8,0,1,8,0
Otu0377,0,2,13,83,0,12,2,378,13,0,0,0,0,4,0,13,14,0,0,1,0,0
Otu0378,0,44,0,0,35,325,0,1,13,25,0,0,7,0,0,0,25,57,0,0,1,0
Otu0379,0,0,0,47,0,0,0,0,0,10,0,30,2,0,0,369,8,4,0,62,1,0
Otu0380,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528,0,1,0
Otu0381,0,14,0,6,45,0,0,5,0,0,0,0,0,0,0,443,9,0,0,0,0,0
Otu0382,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,513,0,1,0
Otu0383,0,75,0,2,376,8,0,0,41,0,0,0,0,0,0,0,0,0,13,4,0,0
Otu0384,0,0,1,0,0,0,0,0,0,0,1,0,3,0,37,0,0,0,476,0,0,0
Otu0385,0,9,1,0,14,194,1,2,55,149,0,2,31,6,0,4,11,33,0,0,0,0
Otu0386,0,0,0,0,0,0,0,0,0,2,120,96,1,0,0,0,0,0,0,287,5,0
Otu0387,0,158,3,41,129,108,0,52,12,0,0,0,0,0,0,0,0,0,1,6,0,0
Otu0390,0,0,0,0,1,1,0,0,0,1,2,161,2,0,0,0,1,3,1,331,1,1
Otu0392,0,0,0,0,1,0,0,0,0,321,0,0,162,0,0,0,1,8,0,0,12,0
Otu0393,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,481,17,1,0,0,0,0
Otu0394,0,9,1,0,9,3,0,2,1,2,0,0,0,20,0,409,32,7,0,2,3,0
Otu0396,0,89,22,0,70,159,35,54,23,0,20,2,19,1,0,0,1,0,0,3,1,0
Otu0397,0,0,0,0,455,0,0,0,3,0,0,0,27,0,0,0,5,0,7,0,0,0
Otu0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,493,0,1,0
Otu0399,0,1,0,0,20,2,1,8,31,3,1,0,43,132,22,53,174,0,0,0,0,0
Otu0400,0,0,0,0,462,0,0,0,0,1,0,0,24,0,0,0,4,0,0,0,0,0
Otu0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,7,364,0
Otu0402,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,2,463,0
Otu0403,0,0,0,1,216,72,0,0,45,15,0,0,110,0,0,0,19,0,2,0,0,0
Otu0404,0,31,0,0,9,330,14,20,57,0,0,0,4,1,0,0,1,8,0,0,0,0
Otu0405,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,23,416,0
Otu0406,0,12,30,8,26,2,14,0,1,7,7,1,159,0,0,0,0,2,56,7,140,0
Otu0407,0,42,0,0,24,312,6,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0408,0,0,4,229,0,0,0,0,0,0,26,5,1,0,206,0,0,0,0,0,0,1
Otu0409,0,50,5,7,52,239,3,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0410,0,175,2,0,7,56,0,25,77,30,0,4,57,0,0,0,25,0,0,8,0,0
Otu0411,0,28,0,6,414,0,0,0,0,1,0,0,11,0,0,0,1,1,1,1,1,0
Otu0412,0,6,1,0,420,4,0,0,2,3,0,0,14,0,0,0,0,1,9,0,3,0
Otu0413,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,434,0,0,0
Otu0415,0,0,7,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,427,0,2,0
Otu0416,0,5,0,1,25,107,1,149,153,3,0,0,8,0,0,0,1,0,0,0,0,0
Otu0418,0,4,1,0,70,107,53,0,179,28,0,0,4,0,0,0,1,3,0,0,0,0
Otu0419,0,12,4,151,7,0,0,1,5,0,0,0,0,0,29,219,15,1,4,0,0,0
Otu0420,0,3,80,18,85,1,111,2,146,0,0,0,0,0,0,1,0,0,0,0,1,0
Otu0421,0,3,0,0,0,0,0,0,0,9,54,6,42,1,0,0,0,32,198,78,23,0
Otu0422,0,0,0,0,0,417,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0423,0,69,0,0,4,338,0,2,24,0,0,0,0,0,0,0,0,0,0,3,0,0
Otu0424,0,0,2,266,0,0,2,0,0,0,55,0,0,0,0,0,0,0,113,0,0,0
Otu0425,0,16,34,0,16,1,110,0,17,0,207,0,6,3,23,0,2,0,0,3,0,0
Otu0426,0,52,0,0,27,0,0,0,2,13,0,4,13,84,0,39,140,28,0,2,30,0
Otu0427,0,0,0,0,18,5,0,6,355,0,0,0,3,0,0,0,45,0,0,0,0,0
Otu0428,0,8,0,0,0,4,0,1,4,19,0,2,33,12,0,0,11,225,0,5,104,0
Otu0429,0,0,0,0,315,0,0,0,0,10,0,0,81,0,0,0,18,0,4,0,0,0
Otu0431,0,39,0,0,0,13,0,0,1,0,0,0,0,244,0,0,122,1,0,1,5,0
Otu0432,0,36,1,0,29,20,25,312,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0433,0,1,86,15,0,0,10,0,0,0,182,20,0,0,108,0,1,0,1,0,0,0
Otu0434,0,0,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,380,0,1,0
Otu0435,0,0,0,1,12,0,0,3,2,14,1,5,108,1,5,7,261,0,0,0,3,0
Otu0436,0,0,134,13,0,0,3,0,0,0,146,13,2,0,108,0,1,0,0,0,0,0
Otu0437,0,2,0,0,0,0,0,0,0,4,0,0,0,403,0,0,0,10,0,0,0,0
Otu0439,0,0,0,0,2,0,0,0,0,19,1,0,390,0,0,0,0,0,0,0,1,0
Otu0440,0,0,0,0,0,3,0,1,409,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0442,0,54,0,1,27,0,0,210,4,25,2,15,4,45,0,0,10,10,1,5,0,0
Otu0443,0,2,335,2,54,0,0,0,0,0,2,0,0,0,15,0,0,0,2,0,0,0
Otu0444,0,245,0,101,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Otu0446,0,2,0,0,396,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0
Otu0448,0,1,0,0,180,0,0,0,0,1,0,0,4,0,0,0,0,17,8,15,183,0
Otu0449,0,0,13,329,0,0,0,0,0,0,35,0,0,0,0,0,0,0,30,0,1,0
Otu0450,0,0,53,3,0,0,0,0,0,0,250,0,0,0,67,0,0,0,33,0,0,0
Otu0451,0,0,0,0,0,0,0,0,1,0,3,0,6,0,0,0,0,1,394,0,1,0
Otu0452,0,0,6,390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
Otu0453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,341,1,61,0,0,0,0,0
Otu0454,0,2,0,0,2,0,0,0,0,11,0,6,367,0,0,0,1,4,0,2,9,0
Otu0455,0,66,2,0,11,289,0,0,16,0,0,1,0,0,0,0,18,0,0,1,0,0
Otu0456,0,0,0,0,0,0,0,0,0,4,0,3,0,261,0,91,44,1,0,0,0,0
Otu0457,0,16,0,0,11,7,15,331,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0458,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,400,0,0,0
Otu0459,0,1,0,0,5,2,0,0,1,18,1,1,182,0,0,0,0,141,0,0,51,0
Otu0460,0,1,0,350,1,0,1,0,1,0,46,0,0,0,1,0,0,0,2,0,0,0
Otu0461,0,25,0,0,0,38,0,4,5,15,0,93,8,149,4,39,19,2,0,0,1,0
Otu0462,0,0,0,0,0,7,0,0,203,0,0,0,0,0,0,0,192,0,0,0,0,0
Otu0463,0,0,0,137,1,0,22,0,1,0,76,0,0,0,0,0,0,1,164,0,0,0
Otu0465,0,1,0,0,1,0,0,0,0,4,0,323,9,6,2,22,32,0,0,0,0,0
Otu0466,0,0,1,26,6,0,8,356,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu0468,0,0,0,0,0,2,0,376,0,2,0,8,3,0,0,3,1,3,0,0,0,0
Otu0470,0,0,13,136,0,0,0,0,6,0,19,1,2,0,191,0,3,0,26,0,0,0
Otu0472,0,0,0,0,0,385,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0474,0,0,0,0,1,0,0,0,0,131,0,2,96,0,0,0,0,133,1,0,24,1
Otu0475,0,4,0,0,1,0,0,0,0,2,0,0,2,171,0,0,0,181,3,3,22,0
Otu0476,0,2,74,196,0,0,0,0,0,0,33,11,2,0,5,0,0,1,64,0,1,0
Otu0477,0,75,0,0,4,12,0,0,0,41,0,22,44,113,0,6,12,34,0,11,13,0
Otu0478,0,0,0,0,20,19,0,13,332,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0479,0,10,0,0,1,0,0,0,0,5,285,49,34,0,0,0,0,0,0,0,0,0
Otu0480,0,6,0,1,1,0,0,0,0,6,0,1,3,0,0,1,0,362,0,0,3,0
Otu0481,267,0,0,0,0,0,0,0,0,3,0,1,33,0,0,1,1,49,0,1,27,0
Otu0483,0,0,34,1,2,0,210,0,6,0,85,9,0,0,30,0,1,0,4,0,0,0
Otu0484,0,0,3,92,1,0,1,1,1,0,245,32,3,0,0,0,1,0,0,0,1,0
Otu0485,0,0,13,6,0,0,3,0,0,0,0,0,0,0,11,0,0,0,346,0,0,0
Otu0486,0,19,0,1,10,0,0,0,0,26,10,13,61,1,0,8,5,51,14,97,63,0
Otu0487,0,16,73,147,9,4,30,9,14,8,48,7,9,0,1,0,2,0,0,2,0,0
Otu0488,0,0,0,0,0,0,0,0,0,130,0,0,248,0,0,0,0,0,0,0,1,0
Otu0489,0,0,0,0,5,1,215,2,16,1,14,1,6,0,100,8,8,0,0,0,0,0
Otu0491,0,0,0,0,0,0,0,0,0,26,2,0,339,0,0,0,0,1,0,0,7,0
Otu0493,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,84,0,1,287,0
Otu0494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,372,0,0,0
Otu0495,0,6,0,0,0,361,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0
Otu0496,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,13,0,342,12,0
Otu0497,0,1,0,0,6,0,0,0,0,3,1,0,3,92,0,79,175,9,0,0,2,0
Otu0498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,367,0
Otu0499,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,9,326,0,1,28,0
Otu0500,0,1,39,0,11,0,12,0,0,4,238,4,31,0,16,0,2,0,9,0,0,0
Otu0501,0,0,3,0,0,0,1,0,0,0,16,0,5,0,0,0,0,0,335,0,2,0
Otu0502,0,1,0,0,1,0,0,0,0,28,2,273,9,9,0,6,0,10,0,4,19,0
Otu0503,0,1,0,0,2,300,0,3,24,4,0,0,22,1,0,0,5,0,0,0,0,0
Otu0504,77,30,5,2,22,7,2,1,8,1,13,4,4,39,9,5,22,63,33,11,4,0
Otu0505,0,2,5,4,346,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Otu0506,0,1,0,0,3,0,0,0,0,0,4,1,1,2,0,322,19,0,4,0,3,0
Otu0507,0,11,0,0,6,0,0,0,0,27,6,72,58,102,2,9,19,30,0,9,9,0
Otu0508,0,0,0,0,0,0,0,0,0,8,22,4,28,0,0,0,0,15,159,6,117,0
Otu0510,0,0,0,0,1,0,0,0,0,10,68,226,3,0,0,0,0,1,0,37,10,0
Otu0511,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,2,16,0,252,77,0
Otu0513,0,0,0,0,1,0,0,0,0,0,0,0,2,230,0,35,86,0,0,0,0,0
Otu0514,0,0,116,1,0,0,84,0,0,0,53,0,0,0,89,0,1,0,9,0,0,0
Otu0516,0,9,0,0,8,19,0,0,2,0,0,0,0,108,0,126,80,0,0,0,0,0
Otu0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,337,9,2,0
Otu0520,0,0,0,0,0,0,0,0,0,4,9,0,336,0,0,0,1,0,0,0,0,0
Otu0521,0,0,0,0,1,0,0,0,0,121,0,2,221,0,0,0,0,2,0,0,3,0
Otu0523,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,339,1,0
Otu0524,0,0,0,0,0,23,0,62,259,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu0525,0,1,0,0,189,0,0,0,0,0,0,0,0,0,0,0,59,1,15,1,79,0
Otu0526,0,7,0,0,128,1,0,1,38,1,0,0,91,1,0,0,47,0,0,0,29,0
Otu0527,0,0,0,0,0,0,62,0,0,0,0,0,0,0,280,0,0,0,2,0,0,0
Otu0528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,302,37,0,0,0,0,0
Otu0531,0,0,0,0,12,0,2,0,0,0,20,0,305,0,0,0,1,0,0,0,0,0
Otu0532,0,0,0,0,0,0,0,0,0,9,3,1,324,0,0,0,0,0,0,0,2,0
Otu0533,0,0,23,0,0,0,135,125,1,0,0,0,0,0,52,2,1,0,0,0,0,0
Otu0534,0,0,72,2,0,0,160,0,1,0,0,0,1,0,101,0,2,0,0,0,0,0
Otu0535,0,40,5,0,27,112,77,53,23,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu0536,0,29,0,2,68,0,0,0,0,113,3,1,54,0,0,0,0,47,0,4,16,0
Otu0537,0,4,0,0,0,57,0,0,0,21,0,6,0,239,0,0,0,10,0,0,0,0
Otu0539,0,1,0,0,50,1,0,0,1,27,0,6,18,0,0,0,1,211,0,0,20,0
Otu0540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,306,9,0
Otu0541,0,0,0,0,1,0,0,0,0,9,0,54,49,0,0,62,121,8,0,17,13,0
Otu0542,0,129,0,4,16,33,0,0,7,14,1,2,86,5,0,9,5,5,2,3,13,0
Otu0543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,331
Otu0544,0,3,0,0,307,0,0,0,0,6,0,0,7,0,0,0,0,1,7,0,1,0
Otu0545,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,72,0,210,31,0
Otu0546,0,0,0,0,0,0,0,0,0,1,0,0,2,11,0,244,3,13,0,38,19,0
Otu0547,0,31,0,0,28,122,0,1,10,22,0,4,41,1,0,0,19,19,0,3,29,0
Otu0548,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,265,0,0,0
Otu0549,0,21,0,0,1,0,0,0,0,24,0,0,12,267,0,0,4,0,0,0,0,0
Otu0550,0,5,0,0,1,2,0,0,1,17,1,5,28,63,0,0,3,161,0,6,36,0
Otu0551,0,29,0,0,11,7,0,1,4,3,0,0,5,3,0,0,161,96,0,0,9,0
Otu0553,0,0,0,0,0,0,282,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0
Otu0554,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,305,13,1,0,2,0,0
Otu0555,0,1,50,0,9,1,6,0,11,0,1,0,0,7,180,16,45,0,0,0,0,0
Otu0556,0,5,5,0,14,0,194,7,88,0,0,0,1,4,2,1,6,0,0,0,0,0
Otu0557,0,1,0,1,4,0,0,0,0,0,0,0,0,0,15,296,9,0,0,0,0,0
Otu0558,0,1,0,0,0,0,0,0,0,103,0,0,130,0,0,0,0,12,0,6,73,0
Otu0559,0,0,0,0,2,0,0,0,0,5,0,2,38,0,0,0,0,6,0,2,270,0
Otu0561,0,3,0,0,0,0,0,0,0,84,0,85,15,10,0,5,1,41,0,74,4,0
Otu0562,0,2,1,236,14,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0563,0,31,2,27,44,33,18,2,6,0,0,0,0,3,72,35,38,0,5,5,0,0
Otu0564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,312,0,0,0
Otu0565,0,0,0,0,0,2,0,0,0,0,0,0,0,313,0,0,0,5,0,0,0,0
Otu0566,0,0,0,0,0,0,0,0,0,28,1,209,25,0,0,0,1,36,0,3,17,0
Otu0569,0,8,0,0,0,0,0,0,0,1,0,0,1,278,0,0,2,23,0,1,5,0
Otu0570,0,0,0,0,1,0,0,0,0,14,0,102,190,0,0,1,10,0,0,0,1,0
Otu0571,0,0,0,0,0,0,1,0,0,10,0,1,271,1,0,8,2,5,0,8,11,0
Otu0572,0,11,0,1,5,0,0,0,0,14,0,0,4,55,9,74,18,34,0,90,3,0
Otu0574,0,0,0,105,0,0,0,0,0,0,9,0,0,0,77,0,0,0,122,0,0,0
Otu0575,0,0,4,286,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu0576,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,257,34,5,0,1,4,0
Otu0578,0,3,0,0,0,0,0,0,0,92,0,2,29,0,0,0,0,76,0,20,87,0
Otu0579,0,76,0,0,18,17,0,6,1,17,0,63,19,36,0,21,22,7,1,1,3,0
Otu0580,0,0,0,10,1,0,0,0,0,0,287,0,5,0,0,0,0,0,5,0,0,0
Otu0581,0,0,0,0,0,1,118,17,172,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,298,7,1,0
Otu0583,0,82,0,0,13,161,0,0,2,3,0,0,3,9,0,8,10,7,1,2,6,0
Otu0585,0,0,10,263,0,0,3,0,0,0,24,1,0,0,2,0,0,0,3,0,0,0
Otu0586,0,74,0,3,36,148,11,3,23,0,0,0,0,0,0,0,0,0,0,7,0,0
Otu0587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,303
Otu0589,0,2,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0
Otu0590,0,3,0,0,0,0,5,0,2,3,32,0,26,0,172,10,47,0,0,0,3,0
Otu0591,0,0,0,232,0,0,0,0,0,0,2,0,1,0,27,0,3,0,37,0,0,0
Otu0592,0,1,0,0,0,0,0,0,0,1,11,0,2,0,0,0,0,4,273,5,4,0
Otu0593,0,8,1,0,1,15,0,0,0,7,0,0,8,1,0,0,0,257,0,0,2,0
Otu0594,0,0,2,279,1,0,0,0,0,0,0,1,4,0,0,0,0,0,11,2,0,0
Otu0596,0,1,191,11,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu0597,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,251,0,10,33,0
Otu0598,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,294
Otu0599,0,5,0,10,3,1,0,6,0,11,0,0,18,0,0,0,0,234,0,1,8,0
Otu0600,0,9,0,0,259,0,0,0,1,6,0,0,7,0,0,0,1,1,7,1,4,0
Otu0601,0,7,1,0,25,1,0,0,1,1,62,3,8,31,24,14,112,3,0,3,0,0
Otu0603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0
Otu0604,0,9,0,3,15,0,0,0,0,93,5,12,127,0,0,0,0,14,0,2,15,0
Otu0606,0,1,0,2,7,0,0,0,0,18,1,113,5,0,0,0,0,15,0,89,42,0
Otu0607,0,0,0,0,0,3,0,0,0,19,0,2,197,0,0,0,3,34,0,3,31,0
Otu0608,0,6,2,1,29,49,0,8,130,0,0,0,1,3,1,3,59,0,0,0,0,0
Otu0609,0,0,0,0,0,0,0,0,0,3,10,1,4,6,12,0,0,10,151,92,3,0
Otu0610,0,11,0,0,101,0,0,1,0,2,0,0,3,0,0,113,60,0,0,0,1,0
Otu0614,0,48,0,0,101,12,0,0,3,2,0,0,5,29,0,2,51,12,0,3,22,0
Otu0615,0,13,2,3,4,1,0,0,0,36,0,16,6,10,0,4,1,70,0,106,17,0
Otu0616,0,28,0,0,3,3,0,0,0,8,0,0,2,210,0,0,1,23,0,0,11,0
Otu0617,0,0,0,0,0,77,0,194,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0619,0,109,4,2,39,46,27,46,10,1,0,0,0,2,0,0,0,1,0,2,0,0
Otu0620,0,11,0,0,9,229,0,18,14,0,0,0,1,0,0,0,2,1,0,2,1,0
Otu0622,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,205,45,29,0
Otu0623,0,1,0,0,0,0,0,0,0,61,7,72,58,1,0,8,5,24,0,23,26,0
Otu0625,0,1,40,0,0,0,0,0,0,0,14,0,3,0,215,5,1,0,5,1,0,0
Otu0627,0,1,0,0,145,2,0,6,115,0,0,0,11,0,0,0,0,0,0,4,0,0
Otu0628,0,1,0,0,2,0,0,1,0,0,1,3,5,52,18,12,158,2,9,3,16,0
Otu0629,0,174,0,0,17,0,0,0,0,0,0,0,80,0,0,0,0,0,0,11,0,0
Otu0631,0,0,0,0,0,0,0,0,0,69,3,20,187,0,0,0,3,0,0,0,0,0
Otu0632,0,0,0,0,0,0,0,0,0,2,0,6,6,30,0,209,22,4,0,1,2,0
Otu0633,0,2,0,0,0,0,0,0,0,56,42,2,178,0,0,0,1,0,0,0,0,0
Otu0634,0,1,0,0,0,9,0,0,0,1,0,0,0,265,0,0,1,4,0,0,0,0
Otu0635,0,7,0,1,16,33,0,3,25,29,0,4,35,0,0,0,4,45,0,8,71,0
Otu0636,0,6,0,5,0,0,0,3,0,0,0,0,0,0,2,184,11,5,0,63,2,0
Otu0637,0,6,0,0,0,256,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0638,0,38,1,127,23,25,1,21,11,5,2,3,17,0,0,0,1,0,0,4,1,0
Otu0641,0,230,0,0,12,13,0,11,4,2,0,0,1,0,0,0,0,0,0,6,0,0
Otu0642,0,0,0,0,1,2,0,0,21,57,1,2,134,33,0,0,27,0,0,0,0,0
Otu0643,0,0,0,0,1,0,0,0,0,5,2,9,16,0,1,221,1,6,0,9,7,0
Otu0644,0,2,0,0,0,8,0,0,0,19,0,4,16,0,0,0,0,181,0,0,48,0
Otu0645,0,185,0,0,21,0,0,0,0,0,0,0,62,0,0,0,0,0,1,8,0,0
Otu0649,0,0,0,0,0,6,0,1,248,0,0,0,0,0,0,0,20,0,0,0,0,0
Otu0650,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,236,15,2,0,3,15,0
Otu0651,0,0,0,0,1,0,0,0,0,5,0,0,9,3,0,0,0,244,0,2,11,0
Otu0652,0,135,0,0,9,0,0,0,0,9,1,38,5,2,0,0,1,29,0,37,8,0
Otu0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0
Otu0655,0,0,0,0,0,2,0,0,12,16,4,5,223,0,0,0,8,0,0,0,2,0
Otu0656,0,3,0,0,9,1,1,0,0,9,5,6,24,21,2,0,3,142,0,4,41,1
Otu0659,0,0,0,0,0,0,0,0,0,62,0,0,2,0,0,0,0,33,0,3,171,0
Otu0660,0,48,2,0,87,103,0,7,20,0,0,0,1,0,0,0,0,0,3,0,0,0
Otu0661,0,0,0,0,1,1,0,2,3,7,1,3,249,0,0,0,1,0,0,0,3,0
Otu0662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,239,17,0
Otu0663,0,0,37,0,193,0,20,2,16,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu0664,0,5,12,9,9,48,22,33,9,3,20,7,11,35,28,0,10,4,1,2,1,0
Otu0666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,268
Otu0667,0,81,0,0,42,0,0,0,4,18,0,2,73,1,0,0,0,8,0,4,36,0
Otu0668,0,14,10,9,5,156,2,34,11,6,6,1,5,0,0,0,0,10,0,0,0,0
Otu0669,0,1,0,0,1,1,0,0,0,60,0,0,16,2,0,0,0,165,0,3,19,0
Otu0670,0,0,0,166,0,0,0,0,0,0,37,0,0,0,34,0,0,0,31,0,0,0
Otu0671,0,216,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,26,0,4,7,1
Otu0672,0,0,0,0,0,0,0,0,0,5,0,209,9,0,0,0,0,12,0,3,28,0
Otu0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,254,7,0
Otu0675,0,0,39,135,0,0,10,0,0,0,25,4,1,0,26,0,1,0,24,0,0,0
Otu0676,0,1,0,0,234,6,0,1,5,0,0,0,5,1,0,0,6,0,6,0,0,0
Otu0678,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,243,5,9,0,3,0,0
Otu0679,0,1,39,66,113,1,6,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu0680,0,102,0,0,12,131,0,3,1,3,0,0,2,1,1,1,1,0,0,4,1,0
Otu0682,0,16,0,0,22,0,0,0,0,39,1,0,15,0,0,0,0,38,0,4,128,0
Otu0683,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,187,36,0,0,0,0,0
Otu0684,0,7,0,0,22,0,0,0,0,21,3,0,180,0,0,0,1,8,0,2,18,0
Otu0685,1,9,4,51,5,2,0,0,0,7,7,3,0,8,3,152,8,0,0,1,0,0
Otu0686,0,0,0,66,1,0,0,0,0,2,82,1,81,0,0,0,3,5,0,0,18,0
Otu0688,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,26,18,195,7,0
Otu0689,0,0,0,0,0,0,0,0,0,14,158,11,10,0,57,7,1,0,0,0,0,0
Otu0691,0,15,0,0,147,1,0,0,20,1,2,1,7,29,0,0,27,0,1,0,5,0
Otu0692,0,2,1,0,243,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,0
Otu0693,0,3,42,103,10,0,3,12,1,0,5,0,1,1,25,29,19,1,0,0,0,0
Otu0695,0,17,0,0,2,87,0,37,79,14,0,0,15,0,0,0,0,3,0,0,0,0
Otu0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,223,23,3,0
Otu0697,0,5,0,0,88,0,0,0,7,0,0,0,3,16,0,0,121,9,3,1,1,0
Otu0698,0,150,0,0,30,2,0,0,3,5,0,0,5,10,0,7,14,13,0,6,9,0
Otu0699,0,0,0,0,2,0,0,0,0,0,0,0,2,47,0,139,64,0,0,0,0,0
